name_korean,name_english,aroma
"노이도르프, 홈 블럭 모우테레 피노 누아","Neudorf, Home Block Moutere Pinot Noir",커피
"노이도르프, 홈 블럭 모우테레 피노 누아","Neudorf, Home Block Moutere Pinot Noir",미네랄
"노이도르프, 홈 블럭 모우테레 피노 누아","Neudorf, Home Block Moutere Pinot Noir",블랙베리
"노이도르프, 홈 블럭 모우테레 피노 누아","Neudorf, Home Block Moutere Pinot Noir",타바코
"노이도르프, 홈 블럭 모우테레 피노 누아","Neudorf, Home Block Moutere Pinot Noir",다크초콜릿
"노이도르프, 홈 블럭 모우테레 피노 누아","Neudorf, Home Block Moutere Pinot Noir",라스베리
"노이도르프, 홈 블럭 모우테레 피노 누아","Neudorf, Home Block Moutere Pinot Noir",붉은꽃
"노이도르프, 로지스 블럭 모우테레 샤르도네","Neudorf, Rosie's Block Moutere Chardonnay",사과
"노이도르프, 로지스 블럭 모우테레 샤르도네","Neudorf, Rosie's Block Moutere Chardonnay",서양배
"노이도르프, 로지스 블럭 모우테레 샤르도네","Neudorf, Rosie's Block Moutere Chardonnay",허브
"노이도르프, 로지스 블럭 모우테레 샤르도네","Neudorf, Rosie's Block Moutere Chardonnay",시트러스
"노이도르프, 로지스 블럭 모우테레 샤르도네","Neudorf, Rosie's Block Moutere Chardonnay",미네랄
"노이도르프, 로지스 블럭 모우테레 샤르도네","Neudorf, Rosie's Block Moutere Chardonnay",부싯돌
"노이도르프, 티리티리 샤르도네","Neudorf, Tiritiri Chardonnay",복숭아
"노이도르프, 티리티리 샤르도네","Neudorf, Tiritiri Chardonnay",미네랄
"노이도르프, 티리티리 샤르도네","Neudorf, Tiritiri Chardonnay",시트러스
"노이도르프, 티리티리 샤르도네","Neudorf, Tiritiri Chardonnay",꽃
"노이도르프, 티리티리 샤르도네","Neudorf, Tiritiri Chardonnay",허브
"노이도르프, 티리티리 샤르도네","Neudorf, Tiritiri Chardonnay",오크
"노이도르프, 티리티리 샤르도네","Neudorf, Tiritiri Chardonnay",서양배
"노이도르프, 톰스 블록 모우테레 피노 누아","Neudorf, Tom's Block Moutere Pinot Noir",라스베리
"노이도르프, 톰스 블록 모우테레 피노 누아","Neudorf, Tom's Block Moutere Pinot Noir",자두
"노이도르프, 톰스 블록 모우테레 피노 누아","Neudorf, Tom's Block Moutere Pinot Noir",감초
"노이도르프, 톰스 블록 모우테레 피노 누아","Neudorf, Tom's Block Moutere Pinot Noir",블랙체리
"노이도르프, 톰스 블록 모우테레 피노 누아","Neudorf, Tom's Block Moutere Pinot Noir",정향
"노이도르프, 톰스 블록 모우테레 피노 누아","Neudorf, Tom's Block Moutere Pinot Noir",버섯
"노이도르프, 톰스 블록 모우테레 피노 누아","Neudorf, Tom's Block Moutere Pinot Noir",붉은꽃
"니콜라 로시뇰, 사비니 레 본","Nicolas Rossignol, Savigny les Beaune",흙
"니콜라 로시뇰, 사비니 레 본","Nicolas Rossignol, Savigny les Beaune",코코아
"니콜라 로시뇰, 사비니 레 본","Nicolas Rossignol, Savigny les Beaune",후추
"니콜라 로시뇰, 사비니 레 본","Nicolas Rossignol, Savigny les Beaune",자두
"니꼴라 로씨뇰, 볼네이","Nicolas Rossignol, Volnay",코코아
"니꼴라 로씨뇰, 볼네이","Nicolas Rossignol, Volnay",미네랄
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,타바코
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,초콜릿
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,블랙체리
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,리치
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,블랙베리
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,체리
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,바닐라
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,꽃
나인 햇츠 콜롬비아 밸리 시라,Nine Hats Columbia Valley Syrah,미네랄
나인 햇츠 콜롬비아 밸리 시라,Nine Hats Columbia Valley Syrah,리치
나인 햇츠 콜롬비아 밸리 시라,Nine Hats Columbia Valley Syrah,블루베리
나인 햇츠 콜롬비아 밸리 시라,Nine Hats Columbia Valley Syrah,감초
"노스스타, 콜럼비아 밸리 카베르네 소비뇽","Northstar, Columbia Valley Cabernet Sauvignon",체리
"노스스타, 콜럼비아 밸리 카베르네 소비뇽","Northstar, Columbia Valley Cabernet Sauvignon",바닐라
"노스스타, 콜럼비아 밸리 카베르네 소비뇽","Northstar, Columbia Valley Cabernet Sauvignon",초콜릿
"아웃포스트, 나파 밸리 까베르네 소비뇽","Outpost, Napa Valley Cabernet Sauvignon",삼나무
"아웃포스트, 나파 밸리 까베르네 소비뇽","Outpost, Napa Valley Cabernet Sauvignon",가죽
"아웃포스트, 나파 밸리 까베르네 소비뇽","Outpost, Napa Valley Cabernet Sauvignon",꽃
"아웃포스트, 나파 밸리 까베르네 소비뇽","Outpost, Napa Valley Cabernet Sauvignon",자두
"아웃포스트, 나파 밸리 까베르네 소비뇽","Outpost, Napa Valley Cabernet Sauvignon",체리
"패러다임, 카베르네 소비뇽 나파 밸리","Paradigm, Cabernet Sauvignon Napa Valley",체리
"패러다임, 카베르네 소비뇽 나파 밸리","Paradigm, Cabernet Sauvignon Napa Valley",오크
"패러다임, 카베르네 소비뇽 나파 밸리","Paradigm, Cabernet Sauvignon Napa Valley",자두
"펠프스 크릭, 콜럼비아 고지 피노 누아","Phelps Creek, Columbia Gorge Pinot Noir",미네랄
"파이크, 트레디셔날 리슬링","Pikes, Traditionale Riesling",라임
"피오 체사레, 바롤로","Pio Cesare, Barolo",블랙베리
"피오 체사레, 바롤로","Pio Cesare, Barolo",잼
"피오 체사레, 바롤로","Pio Cesare, Barolo",감초
"피오 체사레, 바롤로","Pio Cesare, Barolo",아몬드
"피오 체사레, 바롤로 '모스코니'","Pio Cesare, Barolo 'Mosconi'",자두
"피오 체사레, 바롤로 '모스코니'","Pio Cesare, Barolo 'Mosconi'",블랙베리
"피오 체사레, 바롤로 '모스코니'","Pio Cesare, Barolo 'Mosconi'",타바코
"플라네타, 플럼바고","Planeta, Plumbago",꽃
"플라네타, 플럼바고","Planeta, Plumbago",블랙베리
"플라네타, 플럼바고","Planeta, Plumbago",자두
"포지오 알 테소로, 카시오페아 로사토 파구스 체르바이아","Poggio al Tesoro, Cassiopea Rosato Pagus Cerbaia",꽃
"포지오 알 테소로, 솔로솔레 파구스 카밀라","Poggio al Tesoro, Solosole Pagus Camilla",꽃
"포지오 알 테소로, 솔로솔레 파구스 카밀라","Poggio al Tesoro, Solosole Pagus Camilla",리치
"폴 로저, 브뤼 리저브","Pol Roger, Brut Reserve",버섯
"폴 로저, 브뤼 리저브","Pol Roger, Brut Reserve",호두
프리스트 랜치 까베르네 쇼비뇽,Priest Ranch Cabernet Sauvignon,오크
"퀼세다 크릭, 콜럼비아 밸리 카베르네 쇼비뇽","Quilceda Creek, Columbia Valley Cabernet Sauvignon",블랙베리
"퀼세다 크릭, 콜럼비아 밸리 카베르네 쇼비뇽","Quilceda Creek, Columbia Valley Cabernet Sauvignon",미네랄
"퀼세다 크릭, 콜럼비아 밸리 카베르네 쇼비뇽","Quilceda Creek, Columbia Valley Cabernet Sauvignon",블랙커런트
"퀼세다 크릭, 콜럼비아 밸리 카베르네 쇼비뇽","Quilceda Creek, Columbia Valley Cabernet Sauvignon",타바코
